id,locale,source_text,translated_text,created_at
00ca0c5b-ba18-4a57-8f88-1584399f3395,ar,Sign in to join the chat,سجّل الدخول للانضمام إلى الدردشة,2026-08-15 02:11:17.360883+00
d621eb08-b906-4007-bb28-25d796daa95a,ar,Tap a result to predict.,اضغط على نتيجة للتوقع.,2026-08-15 02:11:17.360883+00
fdec1f36-c358-4a11-8a44-7cf752343d08,ar,Write a message…,اكتب رسالة…,2026-08-15 02:11:17.360883+00
fb8f0175-61c1-493d-82cd-43c530455a46,ar,Send,إرسال,2026-08-15 02:11:17.360883+00
9eb0f79c-66fa-42c8-ad7c-2b8521d3f8ff,ar,Sulaibikhat FC,نادي الصليبيخات,2026-08-15 02:11:33.095621+00
0b8ffacd-d7b3-460b-96fb-1bd2340b63e5,ar,Al Shamiya FC,نادي الشامية,2026-08-15 02:11:33.095621+00
fb9aeaa9-34c6-45a2-bc3b-5a3188f4fa75,ar,Burgan SC,نادي برقان,2026-08-15 02:11:33.095621+00
cc594c20-e785-494f-b991-44a54157dee3,ar,Khaitan SC,نادي خيطان,2026-08-15 02:11:33.095621+00
5ab01e67-7136-4689-a1df-7a33234e52ab,ar,Sporty FC,سبورتي إف سي,2026-08-15 02:11:33.095621+00
1e18f3a5-844e-4b05-a2b2-7e92e80a577b,ar,Tournaments,البطولات,2026-08-15 02:11:42.994297+00
ffa0dd96-89f6-4c11-8986-90d4ae846ddf,ar,No tournaments yet,لا توجد بطولات بعد,2026-08-15 02:11:42.994297+00
b560f629-d6ac-4371-b622-0780ab9269c1,ar,Al Sadaqa Walsalam Stadium,ملعب الصداقة والسلام,2026-08-15 02:11:59.095651+00
a7e80035-ace6-48e2-ab27-5731e7db57ef,ar,Adailiya,العديلِية,2026-08-15 02:11:59.095651+00
a95408df-8fae-42e5-8d10-5582fd0635e4,ar,Next match,المباراة القادمة,2026-08-15 02:11:59.095651+00
6a2d01b8-13c9-4170-be91-cb712fd548de,ar,Dragan Tadić,دراغان تاديتش,2026-08-15 02:11:59.095651+00
fb1b338c-1e23-4f38-a06a-88565ee6e088,ar,Croatia,كرواتيا,2026-08-15 02:12:04.866542+00
cf3f121b-47c4-4a79-826a-c1ff9e3a5c05,ar,Hussain Kankone,حسين كنكوني,2026-08-15 02:12:04.866542+00
61b8fe64-e050-4352-84e9-2ef491730638,ar,Khalifa Rahil,خليفة رحيل,2026-08-15 02:12:04.866542+00
cf0f6db7-10ed-4e81-b997-51132de5683f,ar,Meshal Shehab Kankoni,مشعل شهاب كنكوني,2026-08-15 02:12:04.866542+00
9ca2a34d-c9cc-4462-bf1a-8d55bf7f6de8,ar,Faisal Al Subaie,فيصل السبيعي,2026-08-15 02:12:04.866542+00
af655e38-47f0-44db-a758-cb1faa0ee608,ar,Dhari Al Mesri,ضاري المصري,2026-08-15 02:12:04.866542+00
b3cfc7c4-d89c-41ed-80da-4fad87a9e636,ar,Saleh Faisal Al Mehtab,صالح فيصل المهتاب,2026-08-15 02:12:04.866542+00
4272e55b-a0dc-44e0-a410-87c7ff5ea26b,ar,Bader Dhikrallah,بدر ذكر الله,2026-08-15 02:12:04.866542+00
6935ad65-17ac-4d58-b660-f99f13a1a852,ar,Mohamed Anter,محمد عنتر,2026-08-15 02:12:04.866542+00
9f79f0ce-5277-41c8-b1c9-958dd00bf240,ar,Dhari Al Raqm,ضاري الرقم,2026-08-15 02:12:04.866542+00
66937872-af78-4498-b806-10cda032054b,ar,Fahad Al Hajeri,فهد الهاجري,2026-08-15 02:12:04.866542+00
1d66b047-3fe0-4506-99e7-2eb15cb077d8,ar,Bandar Al Barazi,بندر البرازي,2026-08-15 02:12:04.866542+00
dddfe736-0ddc-4df7-8bf1-ac81eb8083dc,ar,Drice Chaabi,دريس الشعيبي,2026-08-15 02:12:04.866542+00
51d97a28-f08b-4d78-aff9-8342fdf0816d,ar,Sultan Al Enezi,سلطان العنزي,2026-08-15 02:12:04.866542+00
0ff4cb68-9108-49f2-aeb1-5e41671787b6,ar,Khaled Shaman Al Mutairi,خالد شمان المطيري,2026-08-15 02:12:04.866542+00
f5041a8e-7835-417c-b588-defbf73713cd,ar,Abdullah Ghanim Al Fahad,عبد الله غانم الفهد,2026-08-15 02:12:04.866542+00
4e0788c9-310e-4313-aa82-86a18d9933be,ar,Nasser Falah,ناصر فلاح,2026-08-15 02:12:04.866542+00
dfc8d421-1836-45ae-ae35-83382052dbdb,ar,Montaser Al Abdulsalam,منتصر عبد السلام,2026-08-15 02:12:04.866542+00
67a90c2f-3df9-49c0-ab24-882730d71eed,ar,Jarah Al Heleeli,جراح الهيلي,2026-08-15 02:12:04.866542+00
3c5f6bc5-cba1-477a-970e-8a94dfa6942b,ar,Amath Ndaw,أماث نداو,2026-08-15 02:12:04.866542+00
71df5ce7-da07-450a-9d9f-d4b6cf259d17,ar,Othman Al Shammari,عثمان الشمري,2026-08-15 02:12:04.866542+00
1ceb2ae7-cdfe-4edb-84f8-c7480e6be39b,ar,Nasser Mohammedoh,ناصر محمدوه,2026-08-15 02:12:04.866542+00
eb87c5c8-547f-46a4-b6dd-ce8ba0490127,ar,Meshaal Marzouq Al Shammari,مشعل مرزوق الشمري,2026-08-15 02:12:04.866542+00
24177f16-7c18-4949-81ab-a890d400b88c,ar,Shabeeb Al Khaldi,شبيب الخالدي,2026-08-15 02:12:04.866542+00
d9c5b205-4237-4950-932b-cb06b68089ec,ar,Youssef Al Khatib,يوسف الخطيب,2026-08-15 02:12:04.866542+00
4935f0bd-d203-4354-b485-30ba32686c20,ar,Törles Knöll,تورليس كنول,2026-08-15 02:12:04.866542+00
18499590-e97e-4a5c-9278-bf2f76b9f97e,ar,Ahmad Zanki,أحمد زنكي,2026-08-15 02:12:04.866542+00
1cba0be7-dad9-4a4b-8c49-7733d3ad37ed,ar,Patrick Robson,باتريك روبسون,2026-08-15 02:12:04.866542+00
9774e772-f76e-4f41-8b91-8882272e6c4d,ar,Abdulwahab Al Mehtab,عبد الوهاب المهتاب,2026-08-15 02:12:04.866542+00
167f247c-6ac9-40a9-931f-997c47887d80,ar,Omar Al Sanad,عمر السند,2026-08-15 02:12:04.866542+00
f8ca7094-0108-4cf7-8148-8826a837d663,ar,Ali Sabah Al Salem,علي صباح السالم,2026-08-15 02:12:37.854345+00
3296cba0-cc1b-458b-974c-a1f0eedec9f9,ar,Al-Ardiya,العارضية,2026-08-15 02:12:37.854345+00
9acffb98-8a54-4abd-81f7-47a26a0a8d61,ar,Resident clubs,الأندية المقيمة,2026-08-15 02:12:54.420529+00
0b178e97-e633-4f39-8e83-3d2764be1f81,ar,Clubs,الأندية,2026-08-15 02:12:54.546461+00
20cf1efb-c3d1-44ea-8424-4c5777f2ea4f,ar,Matches at this stadium,المباريات في هذا الملعب,2026-08-15 02:12:54.546461+00
2eb8d061-aa79-4054-9b1d-d3c205ef359e,ar,Friendly,ودية,2026-08-15 02:13:09.128679+00
d6fd5f7c-5524-4ff5-af8f-d1e5051e2bcf,ar,Al Jazeera,الجزيرة,2026-08-15 02:13:19.139273+00
879d534b-157d-4305-b687-b49ac83faf31,ar,Abdulaziz Al-Hadhoud,عبدالعزيز الهدهود,2026-08-15 02:13:27.899334+00
463db679-9e35-40f8-a683-918d976e960e,ar,Abdulaziz Ashour,عبدالعزيز عاشور,2026-08-15 02:14:49.810397+00
fc5ea9e4-4b62-432c-8012-675d60b1b591,ar,Hussein Kankouni,حسين كنكوني,2026-08-15 02:14:57.088651+00
ddf30774-0fe9-4615-abe9-9af14d667c17,ar,Ahmad Aadi,أحمد عادي,2026-08-15 02:14:57.088651+00
efc4d7cd-40da-4f78-830b-dc4c6293297a,ar,Jassem Shammouh,جاسم شموه,2026-08-15 02:14:57.088651+00
783dd9f1-b3ac-43b6-9443-a4a371f4173b,ar,Joher Khadim Rassoul,جوهر خادم رسول,2026-08-15 02:14:57.088651+00
22154cfe-ce1b-4374-a527-d46fd0e0687e,ar,Abdullah Ammar,عبد الله عمار,2026-08-15 02:14:57.088651+00
fd982066-5e84-466b-86c2-20365824def0,ar,Ali Aziz,علي عزيز,2026-08-15 02:14:57.088651+00
124598ef-44aa-488d-968e-7c0f987acb8b,ar,Bader Tareq,بدر طارق,2026-08-15 02:14:57.088651+00
38fbb296-ac18-485b-89f4-7aa1c79f11c6,ar,Hussain Ashkanani,حسين أشكناني,2026-08-15 02:14:57.088651+00
0e8177d4-223b-4ad1-99e7-f8a223ba070f,ar,Canaan Markneh,كنعان ماركنه,2026-08-15 02:14:57.088651+00
9648d110-6934-465d-8aef-9ae120d0b3cd,ar,Khaled Al Mershed,خالد المرشد,2026-08-15 02:14:57.088651+00
bb8e761d-8e1a-4ccb-a740-cfc6207cb5e2,ar,Nayef Al Shammari,نايف الشمري,2026-08-15 02:14:57.088651+00
bdd2c870-6f38-4c67-ace3-0f5df3136502,ar,Bader Al Mutairi,بدر المطيري,2026-08-15 02:14:57.088651+00
03053cbf-82f5-4b0d-b440-9056acb1ec8d,ar,Yousef Majed,يوسف ماجد,2026-08-15 02:14:57.088651+00
8dcc2bf2-79b5-4961-ac7f-90b2ed90d1d8,ar,Ali Al Doukhi,علي الدوخي,2026-08-15 02:14:57.088651+00
d05549ac-920a-4e70-b364-938c0d4d60fd,ar,Bandar Al Salama,بندر السلامة,2026-08-15 02:14:57.088651+00
c89496d4-bd16-48f1-a9ba-1207d6a4c609,ar,Ali Khalaf,علي خلف,2026-08-15 02:14:57.088651+00
d63b94e7-13ff-4104-a301-c018a70608b1,ar,Talal Al Qaisi,طلال القيسي,2026-08-15 02:14:57.088651+00
180d313a-e5eb-467d-8f75-f0a7f774aabf,ar,Anayo Iwuala,أنايو إيوالا,2026-08-15 02:14:57.088651+00
0511f25b-023a-4737-8503-b8a1b12bdf00,ar,Zaid Qunbar,زيد قنبر,2026-08-15 02:14:57.088651+00
e3b8a887-fb8f-497d-aee4-709a75c8b915,ar,Emir Cup,كأس الأمير,2026-08-19 23:17:56.578082+00
3bc457af-36a4-4cdd-8b8c-9694d6f390a3,ar,Crown Prince Cup,كأس ولي العهد,2026-08-19 23:17:56.578082+00
3ab7c339-b8f2-4c70-b2e0-68e984de8b90,ar,Kuwaiti Super Cup,كأس السوبر الكويتي,2026-08-19 23:17:56.578082+00
13a1605f-b163-4166-8e87-d4c903704e89,ar,Khaleeji 27,خليجي 27,2026-08-19 23:17:56.578082+00
5b3016db-6ef9-472c-a29f-c9a14be3855c,ar,AFC Asian Cup,كأس آسيا,2026-08-19 23:17:56.578082+00
b87a3743-7c77-4402-8222-cabfa16efc9e,ar,group+knockout,مجموعات+خروج المغلوب,2026-08-19 23:18:20.653572+00
6885238c-9289-4697-bb51-deec9161c518,ar,Japan,اليابان,2026-08-19 23:18:20.653572+00
817cb3b5-1030-4e56-bf81-9254c4dcb24f,ar,Saudi Arabia,السعودية,2026-08-19 23:18:20.653572+00
b44e6c71-2b5f-4bfd-b5b7-8cbe8f87b96b,ar,Iran,إيران,2026-08-19 23:18:20.653572+00
70f5d5fb-6e96-4729-b3a6-0eb4bc25a4db,ar,Qatar,قطر,2026-08-19 23:18:20.653572+00
e796e61b-af85-40ca-b79a-a90092f3e737,ar,South Korea,كوريا الجنوبية,2026-08-19 23:18:20.653572+00
0465ebc4-9421-4caf-b294-64ec0270c629,ar,Australia,أستراليا,2026-08-19 23:18:20.653572+00
06b7854c-25ff-4835-ad19-f6a711ec8a5d,ar,Iraq,العراق,2026-08-19 23:18:20.653572+00
046c0660-0a1a-4d95-aedf-c3a065c26280,ar,Group A,المجموعة أ,2026-08-19 23:18:35.959131+00
c5fb9759-b0b1-4a9f-9e45-823fea7b7050,ar,Bahrain,البحرين,2026-08-19 23:18:35.959131+00
f798f817-1ae3-4682-90c7-2b1bce57df4c,ar,China,الصين,2026-08-19 23:18:35.959131+00
391fbd17-6b31-49bd-9917-263b9a016efd,ar,Indonesia,إندونيسيا,2026-08-19 23:18:35.959131+00
e6894b14-5b07-4fea-a316-14030c043a58,ar,Jordan,الأردن,2026-08-19 23:18:35.959131+00
8d553340-218b-4a8d-9bff-440a4b85deea,ar,Kyrgyzstan,قيرغيزستان,2026-08-19 23:18:35.959131+00
d5132bb4-b853-491b-a562-989f7e2fd433,ar,North Korea,كوريا الشمالية,2026-08-19 23:18:35.959131+00
bbea9801-d206-42b4-bd9f-2ac3650d913f,ar,Oman,عُمان,2026-08-19 23:18:35.959131+00
c7ac743f-0d58-4447-a2f7-aa46b3770ec4,ar,Palestine,فلسطين,2026-08-19 23:18:35.959131+00
07399f28-c8be-47ce-a715-92f700d70f99,ar,Singapore,سنغافورة,2026-08-19 23:18:35.959131+00
2ca372fc-aab6-41ce-ab32-e67e09d37598,ar,Syria,سوريا,2026-08-19 23:18:35.959131+00
e6fb5f1c-4e72-45e0-b58f-a4c08ec9ecf6,ar,Tajikistan,طاجيكستان,2026-08-19 23:18:35.959131+00
52e5fd73-2a45-4a52-b79e-35600d762b26,ar,Thailand,تايلاند,2026-08-19 23:18:35.959131+00
a1303b33-4980-4647-9a3f-e963b82d67a1,ar,United Arab Emirates,الإمارات العربية المتحدة,2026-08-19 23:18:35.959131+00
d303d5e0-a96a-44ff-a346-605208d4ecf2,ar,Uzbekistan,أوزبكستان,2026-08-19 23:18:35.959131+00
b3ca74ab-4fe8-4ce2-b258-d999d8750d6d,ar,Vietnam,فيتنام,2026-08-19 23:18:35.959131+00
09d6c410-2ebf-44cf-81ec-3d5486fc9291,ar,Yemen,اليمن,2026-08-19 23:18:35.959131+00
6f80373d-d892-49b8-8eb1-bdc5424fa93f,ar,Helio Souza,هيليو سوزا,2026-08-19 23:18:47.419155+00
8c2d8aad-5580-410e-8012-7da1697d22af,ar,Sheikh Ahmad Al Yousef Al Sabah,الشيخ أحمد اليوسف الصباح,2026-08-19 23:18:47.419155+00
916fe957-fdd5-4c73-9eab-d0691ad3893e,ar,Jaber Al Ahmad International Stadium,ستاد جابر الأحمد الدولي,2026-08-19 23:18:47.419155+00
2169eeab-7402-4885-b7e8-207a4feabddf,ar,Al Ardiya,العارضية,2026-08-19 23:18:47.419155+00
37cc7300-7663-4f68-80bd-09d067f1b62e,ar,Abdulrahman Al-Fadhli,عبدالرحمن الفضلي,2026-08-19 23:19:40.09693+00
d5090819-d84a-475b-8855-c868d72b6b26,ar,Khaled Sabah,خالد صباح,2026-08-19 23:19:40.09693+00
713272f7-ce45-479c-b68b-6ce543a79965,ar,Moaath Al Dhaferi,معاذ الظفيري,2026-08-19 23:19:40.09693+00
986ab745-bb42-41ff-b6ee-947a9a1796f4,ar,Rashed Al Dosari,راشد الدوسري,2026-08-19 23:19:40.09693+00
775fd5f2-187e-4c40-af8e-17f6841b0f01,ar,Mohamed Al Sherifi,محمد الشريفي,2026-08-19 23:19:40.09693+00
8e28569f-66c4-408a-8819-d082c97e27f1,ar,Nasser Falah Lafi,ناصر فلاح لافي,2026-08-19 23:19:40.09693+00
dfee1a2e-d78b-493d-9887-c63e65c6195d,ar,Fawaz Ayedh,فواز عايض,2026-08-19 23:19:40.09693+00
0bf311d8-1850-4ebb-ba19-1316164d639f,ar,Eid Al Rashidi,عيد الرشيدي,2026-08-19 23:19:40.09693+00
77f75fd5-b834-49dd-80c1-02bcc00c4a0b,ar,Mahdi Dashti,مهدي دشتي,2026-08-19 23:19:40.09693+00
9727db1f-2643-4077-8852-a47dcf40a76a,ar,Jassim Al Mutar,جاسم المطر,2026-08-19 23:19:40.09693+00
f7ff36f3-d7d7-4c10-9595-22867b455632,ar,Mubarak Al Faneni,مبارك الفنيني,2026-08-19 23:19:40.09693+00
fef197ee-4ffa-4171-9e68-9beaf7793e55,ar,Abdullah Al Awadhi,عبدالله العوضي,2026-08-19 23:19:40.09693+00
efdbb3b1-cf06-4c8c-ac56-3b2a0c0b4eb9,ar,Moaath Al Enezi,معاذ العنزي,2026-08-19 23:19:40.09693+00
54720c3b-68db-4426-a431-4ec3eeae4ae3,ar,Athbi Shehab,عذبي شهاب,2026-08-19 23:19:40.09693+00
